2	33.764398	-84.39083
2	33.752856	-84.391196
2	33.736197	-84.444062
2	33.764689	-84.439489
2	33.69866	-84.354028
2	33.793608	-84.500244
2	33.691551	-84.391625
2	33.740843	-84.39767
2	33.698087	-84.377682
2	33.767329	-84.41259
2	33.781696	-84.38894
2	33.735275	-84.436702
2	33.751859	-84.391331
2	33.725775	-84.399089
2	33.706758	-84.453539
2	33.784413	-84.423327
2	33.721384	-84.427336
2	33.785528	-84.385695
2	33.763612	-84.427872
2	33.698714	-84.48263
2	33.734241	-84.439038
2	33.791559	-84.481021
2	33.753441	-84.393121
2	33.758735	-84.504233
2	33.722128	-84.394999
2	33.761209	-84.461867
2	33.772706	-84.371193
2	33.70651	-84.363768
2	33.690965	-84.519063
2	33.747464	-84.395801
2	33.809067	-84.436516
2	33.752388	-84.395664
2	33.649328	-84.366347
2	33.681624	-84.388515
2	33.72025	-84.38655
2	33.784866	-84.480656
2	33.772202	-84.418307
2	33.729908	-84.416065
2	33.717858	-84.368801
2	33.735561	-84.426275
2	33.652211	-84.3671
2	33.693092	-84.35814
2	33.649311	-84.358419
2	33.772729	-84.351057
2	33.72385	-84.329064
2	33.724835	-84.427106
2	33.752951	-84.414554
2	33.7601	-84.488761
2	33.709646	-84.408092
2	33.767643	-84.385248
2	33.752273	-84.492639
2	33.769492	-84.385281
2	33.723956	-84.367517
2	33.745044	-84.405223
2	33.706531	-84.457459
2	33.721558	-84.370756
2	33.745472	-84.508484
2	33.763431	-84.402936
2	33.680869	-84.493708
2	33.797867	-84.470171
2	33.705033	-84.453094
2	33.759934	-84.383949
2	33.775613	-84.45889
2	33.773922	-84.352968
2	33.745186	-84.369393
2	33.727573	-84.373243
2	33.719656	-84.424937
2	33.704058	-84.454882
2	33.698714	-84.48263
2	33.758299	-84.417952
2	33.694736	-84.490634
2	33.747464	-84.395801
2	33.680869	-84.493708
2	33.692788	-84.399419
2	33.698714	-84.48263
2	33.739834	-84.437303
2	33.77088	-84.370089
2	33.727715	-84.422336
2	33.746583	-84.407383
2	33.764217	-84.372061
2	33.827801	-84.356302
2	33.753638	-84.332753
2	33.769695	-84.443243
2	33.743299	-84.368134
2	33.770793	-84.370422
2	33.716895	-84.349905
2	33.784412	-84.451604
2	33.697673	-84.362698
2	33.725841	-84.386704
2	33.739871	-84.34725
2	33.7315	-84.511286
2	33.738073	-84.418115
2	33.767273	-84.419436
2	33.688963	-84.362325
2	33.709071	-84.443644
2	33.799264	-84.412547
2	33.832427	-84.382371
2	33.812674	-84.374124
2	33.730615	-84.43235
2	33.709375	-84.359429
2	33.703041	-84.452788
2	33.762569	-84.320614
2	33.765708	-84.4124
2	33.717804	-84.36639
2	33.705783	-84.356495
2	33.754222	-84.416506
2	33.764346	-84.408398
2	33.749215	-84.493489
2	33.714682	-84.383929
2	33.718926	-84.404691
2	33.778223	-84.481006
2	33.724981	-84.390798
2	33.697878	-84.358211
2	33.765048	-84.373627
2	33.654445	-84.508165
2	33.811653	-84.367871
2	33.767327	-84.512175
2	33.778381	-84.483913
2	33.787654	-84.457913
2	33.672732	-84.390593
2	33.712986	-84.3913
2	33.750355	-84.429402
2	33.706145	-84.357534
2	33.766285	-84.392008
2	33.777446	-84.478125
2	33.77644	-84.474216
2	33.649328	-84.366347
2	33.707765	-84.355843
2	33.722239	-84.435898
2	33.825631	-84.397796
2	33.72055	-84.370744
2	33.778899	-84.453781
2	33.72025	-84.38655
2	33.746583	-84.407383
2	33.698772	-84.355224
2	33.713425	-84.439257
2	33.708559	-84.359525
2	33.741332	-84.41406
2	33.798455	-84.368269
2	33.761303	-84.504303
2	33.745382	-84.438984
2	33.75399	-84.474196
2	33.711831	-84.391106
2	33.722163	-84.40589
2	33.764084	-84.407455
2	33.674218	-84.402748
2	33.775854	-84.467967
2	33.705405	-84.40793
2	33.70395	-84.4551
2	33.713149	-84.410182
2	33.746908	-84.298871
2	33.706675	-84.476152
2	33.76861	-84.384078
2	33.72607	-84.397373
2	33.805393	-84.393737
2	33.676955	-84.395896
2	33.671953	-84.368984
2	33.670961	-84.502363
2	33.707789	-84.397865
2	33.756827	-84.335286
2	33.758695	-84.495334
2	33.768102	-84.404364
2	33.799918	-84.470241
2	33.821138	-84.447145
2	33.763709	-84.455453
2	33.800253	-84.463272
2	33.767644	-84.384711
2	33.810967	-84.391468
2	33.766921	-84.410973
2	33.780915	-84.481668
2	33.778218	-84.352253
2	33.754039	-84.468757
2	33.748267	-84.397318
2	33.738327	-84.342748
2	33.755441	-84.379315
2	33.765809	-84.412697
2	33.725809	-84.385885
2	33.754351	-84.480367
2	33.795396	-84.430062
2	33.822783	-84.370101
2	33.767218	-84.43255
2	33.785199	-84.491104
2	33.74299	-84.34879
2	33.733771	-84.512543
2	33.754887	-84.417443
2	33.750363	-84.416343
2	33.700095	-84.359632
2	33.847746	-84.367141
2	33.738324	-84.383964
2	33.73579	-84.34118
2	33.747906	-84.330346
2	33.749766	-84.507845
2	33.649807	-84.361377
2	33.735323	-84.340186
2	33.725797	-84.419568
2	33.702624	-84.384912
2	33.789885	-84.496149
2	33.772623	-84.446322
2	33.781002	-84.38057
2	33.763548	-84.450993
