33.762734,-84.397044
33.734992,-84.358015
33.722357,-84.424903
33.837107,-84.375889
33.759009,-84.331207
33.754173,-84.324792
33.723745,-84.425491
33.743082,-84.437685
33.725437,-84.444967
33.688694,-84.368857
33.754485,-84.457175
33.74954,-84.393829
33.756882,-84.500667
33.842209,-84.358222
33.764398,-84.39083
33.752856,-84.391196
33.701708,-84.424036
33.818375,-84.434608
33.756986,-84.392671
33.736197,-84.444062
33.716358,-84.385129
33.701665,-84.464125
33.733655,-84.402209
33.726671,-84.419457
33.760448,-84.385556
33.704512,-84.352269
33.81895,-84.388573
33.763443,-84.430491
33.764689,-84.439489
33.732237,-84.501189
33.689479,-84.487871
33.718506,-84.447176
33.757342,-84.382555
33.714643,-84.436129
33.70553,-84.450111
33.851392,-84.379688
33.716763,-84.392606
33.734445,-84.329671
33.766748,-84.345953
33.715624,-84.405796
33.773113,-84.420749
33.754796,-84.414677
33.752839,-84.366881
33.688694,-84.368857
33.729513,-84.387357
33.763922,-84.375069
33.701381,-84.426784
33.73875,-84.335848
33.780797,-84.373344
33.689893,-84.489173
33.781574,-84.411149
33.674247,-84.496973
33.759631,-84.521184
33.758105,-84.463251
33.680779,-84.493709
33.732221,-84.381726
33.770131,-84.406968
33.752472,-84.389832
33.754701,-84.51365
33.752059,-84.492131
33.756585,-84.388422
33.723526,-84.400146
33.800873,-84.415716
33.770228,-84.388146
33.786578,-84.381202
33.77917,-84.368508
33.778028,-84.381592
33.753204,-84.39202
33.751738,-84.521013
33.69866,-84.354028
33.709382,-84.396747
33.757813,-84.360776
33.854751,-84.382968
33.770285,-84.389391
33.790437,-84.402156
33.779288,-84.35407
33.78595,-84.3837
33.799918,-84.470241
33.757554,-84.502531
33.848966,-84.364148
33.780813,-84.492423
33.815384,-84.414904
33.764641,-84.395336
33.689893,-84.489173
33.739096,-84.437433
33.755634,-84.38092
33.75786,-84.348748
33.793608,-84.500244
33.691551,-84.391625
33.718305,-84.4169
33.875626,-84.392257
33.810386,-84.370253
33.738858,-84.439382
33.681996,-84.407853
33.789494,-84.428187
33.748661,-84.517575
33.752293,-84.462422
33.733883,-84.428122
33.740843,-84.39767
33.73347,-84.42969
33.777541,-84.387295
33.689893,-84.489173
33.848966,-84.364148
33.761362,-84.329362
33.756744,-84.346191
33.698087,-84.377682
33.762142,-84.386254
33.719451,-84.413715
33.68623,-84.416308
33.713535,-84.390576
33.768339,-84.501134
33.765157,-84.490818
33.679359,-84.369852
33.774872,-84.389755
33.767329,-84.41259
33.728144,-84.378293
33.726019,-84.323242
33.756048,-84.348129
33.781696,-84.38894
33.735275,-84.436702
33.846995,-84.372907
33.7379,-84.420312
33.722678,-84.399946
33.726869,-84.412218
33.821149,-84.352243
33.766754,-84.358259
33.799918,-84.470241
33.735204,-84.362104
33.848966,-84.364148
33.724379,-84.351843
33.747823,-84.342488
33.747823,-84.342488
33.782825,-84.42674
33.763518,-84.388194
33.701381,-84.426784
33.757567,-84.394873
33.751963,-84.382689
33.771657,-84.360722
33.717441,-84.368182
33.75065,-84.34889
33.763534,-84.412846
33.736724,-84.330222
33.751812,-84.423604
33.80376,-84.39312
33.779701,-84.375206
33.717541,-84.404396
33.728835,-84.378916
33.788443,-84.359904
33.739843,-84.31149
33.671067,-84.382403
33.755772,-84.462943
33.741208,-84.402099
33.767361,-84.38539
33.781059,-84.409689
33.70478,-84.462159
33.791588,-84.49738
33.712986,-84.3913
33.708339,-84.359247
33.778776,-84.371694
33.796529,-84.36967
33.770134,-84.407367
33.769314,-84.411072
33.691516,-84.369703
33.841626,-84.427725
33.778936,-84.387685
33.847119,-84.373855
33.825843,-84.367147
33.751859,-84.391331
33.826307,-84.424999
33.775503,-84.354147
33.73751,-84.439221
33.794069,-84.367147
33.774346,-84.369946
33.740576,-84.416811
33.744847,-84.390048
33.777617,-84.380589
33.693092,-84.35814
33.681119,-84.398676
33.737595,-84.41593
33.76128,-84.373074
33.74027,-84.348311
33.80809,-84.436104
33.741904,-84.394518
33.758957,-84.4624
33.833624,-84.383371
33.775233,-84.370718
33.73439,-84.347814
33.816407,-84.447181
33.729077,-84.463126
33.746559,-84.394026
33.818943,-84.351345
33.759528,-84.483725
33.813802,-84.389571
33.736455,-84.418376
33.766736,-84.451527
33.757242,-84.387803
33.767574,-84.506225
33.775249,-84.387428
33.7506,-84.389714
33.723625,-84.462559
33.875626,-84.392257
33.821303,-84.391049
33.787654,-84.457913
33.773514,-84.366427
33.706646,-84.379273
33.741037,-84.41574
33.770266,-84.452606
33.75786,-84.348748
33.718564,-84.412613
33.731388,-84.381114
33.800169,-84.463713
33.721464,-84.465216
33.783834,-84.379037
33.779734,-84.367603
33.766734,-84.446865
33.848966,-84.364148
33.848966,-84.364148
33.7377,-84.434756
33.803041,-84.359957
33.747812,-84.333554
33.705809,-84.459472
33.689893,-84.489173
33.7368,-84.363021
33.781788,-84.379413
33.732552,-84.38804
33.681164,-84.405908
33.725775,-84.399089
33.729899,-84.36561
33.742226,-84.293104
33.777304,-84.351189
33.759011,-84.364841
33.701035,-84.457462
33.740358,-84.293155
33.763965,-84.409896
33.743397,-84.419716
33.737814,-84.366537
33.848979,-84.382113
33.706758,-84.453539
33.764217,-84.372061
33.69637,-84.493374
33.709028,-84.455735
33.739071,-84.450475
33.777735,-84.477243
33.725703,-84.43128
33.669716,-84.49407
33.825949,-84.367727
33.744969,-84.390364
33.744055,-84.428493
33.748673,-84.402232
33.660159,-84.516976
33.827801,-84.356302
33.781557,-84.385919
33.826609,-84.353569
33.744157,-84.335911
33.784413,-84.423327
33.772928,-84.333582
33.701665,-84.464125
33.743043,-84.337289
33.752543,-84.435479
33.721384,-84.427336
33.77917,-84.368508
33.700406,-84.407013
33.705303,-84.386526
33.784387,-84.380635
33.819109,-84.455078
33.773809,-84.405748
33.697539,-84.483655
33.746834,-84.390053
33.718444,-84.521626
33.785528,-84.385695
33.698694,-84.495326
33.802027,-84.475678
33.763612,-84.427872
33.753457,-84.313817
33.755463,-84.312527
33.76527,-84.404983
33.722121,-84.423472
33.719778,-84.432303
33.776596,-84.474109
33.754701,-84.51365
33.732855,-84.44772
33.763631,-84.432198
33.778986,-84.375057
33.722121,-84.399268
